title,category,price,short description,long description,profile,Images color1
Semineu electric Marmaris & Mirabella,Standard,3102 RON,"Semineu electric Marmaris & Mirabella detine o finisare bogată formata din lemn natural, cu modele ornamentale, acoperite cu vopsea aurie. Semineul electric Marmaris & Mirabella va fi un decor splendid pentru casa dorita. Portalul Marmaris este proiectat în stil clasic, cu modele delicate cu patină aurie.","Semineu electric Marmaris &amp; Mirabella detine o finisare bogată formata din lemn natural, cu modele ornamentale, acoperite cu vopsea aurie. Semineul electric Marmaris &amp; Mirabella va fi un decor splendid pentru casa dorita. Portalul Marmaris este proiectat în stil clasic, cu modele delicate cu patină aurie.","<div class=""flex items-center justify-between w-full""> <div>Dimensiune (Î*L*A)</div> <div>980*1350*330 mm </div> </div> <div class=""flex items-center justify-between w-full""> <div>Tensiune (V)</div> <div>220/240 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Putere (W)</div> <div>1950 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Încălzirea suprafeței (m²)</div> <div>20 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Materiale</div> <div>MDF/WPB </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de sunet</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Panou de control</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Intensitatea flacarii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Temporizator automat de oprire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Protecție împotriva supraîncălzirii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Afișarea temperaturii</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Termostat</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Trepte incalzire</div> <div>Da </div> </div>","https://admin.artflame.md/file/media/202007/ldPxLdAU5wfl8qYxuUWYjwRYPGbN52hLv0gm153S.jpg,https://admin.artflame.md/file/media/202007/PODv3Or8boU1JgUdtEhfE3ERUbuhOsy7lJTJ1g9o.jpg,https://admin.artflame.md/file/media/202007/ARECCNv8E7nG4zI7rFj3god0pwnAHemZLgVgjSrV.jpg,https://admin.artflame.md/file/media/202012/UMpwVrnGxOS5m00sYKwMSlXCDyRhWjGk0qgXfWqV.png,https://admin.artflame.md/file/media/202012/Yosx51uzMoJTOomevWEnw7YkqxhvzN3ZiIbTzv42.png,https://admin.artflame.md/file/media/202012/ZIW6jFCQOftWV57X22IwuyemZtKvJ57IeJ4n1MX6.png,https://admin.artflame.md/file/media/202012/WNdOnwYACQA4scHqS4V2m5AWoXRymadU4jjXLrhY.jpg,https://admin.artflame.md/file/media/202011/tnwILXJ2a1aD9fFSl3IaVVsBISradKqh6cUH1xA2.jpg,https://admin.artflame.md/file/media/202011/gZPy5Dsuc2Gdb0vb2VlRx2R1eU3ylI8KpLV0gpgt.jpg,https://admin.artflame.md/file/media/202012/iP5DR1cdueM51u7iKUZbtylIOy0OSNZaMFC5V2ia.jpg"
Semineu electric Miracle & Zakinthos,Standard,3079 RON,"Semineele de la ARTFLAME.RO ofera siguranta si confort la preturi accesibile. Semineul electric Miracle & Zakinthos va fi perla casei tale. Acesta este proiectat în stil clasic, astfel incat, se poate adapta in orice incapere dorita. Se produce pe culoarea iasomiei, cu patină cappuccino cu încadrare elegantă pe coloane.","Semineele de la ARTFLAME.RO ofera siguranta si confort la preturi accesibile. Semineul electric Miracle &amp; Zakinthos va fi perla casei tale. Acesta este proiectat în stil clasic, astfel incat, se poate adapta in orice incapere dorita. Se produce pe culoarea iasomiei, cu patină cappuccino cu încadrare elegantă pe coloane.","<div class=""flex items-center justify-between w-full""> <div>Dimensiune (Î*L*A)</div> <div>930*1220*340 mm </div> </div> <div class=""flex items-center justify-between w-full""> <div>Tensiune (V)</div> <div>220/240 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Putere (W)</div> <div>1500 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Încălzirea suprafeței (m²)</div> <div>15 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Materiale</div> <div>MDF/WPB </div> </div> <div class=""flex items-center justify-between w-full""> <div>Intensitatea flacarii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Flacără colorată</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de ardere</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Temporizator automat de oprire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de sunet</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Panou de control</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Protecție împotriva supraîncălzirii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Afișarea temperaturii</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Termostat</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Trepte incalzire</div> <div>Da </div> </div>","https://admin.artflame.md/file/media/202104/3IcCjnQz1pIoCZT0jRvIR75TIkPioFyOm7S8i7SH.jpg,https://admin.artflame.md/file/media/202104/ErCeJoiSAlp2GYrNChRnnuVPYWEcp6wq1b9ogeyw.jpg,https://admin.artflame.md/file/media/202104/BFluZmAg0pNgE44tMk9AmwI50KvmoJdafO05IJSb.jpg"
Semineu electric Nazarii mini & Corsica,Econom,1870 RON,"Datorită designului unic, șemineul electric Nazarii mini & Corsica se va potrivi perfect într-o casă sau un apartament. Mini portalul Nazari combină perfect stiluri clasice și moderne, realizate în wenge sau alb. Imitația de înaltă calitate a flăcării din Corsica va oferi un sentiment magnific de confort. Funcționalitatea acestui model vă permite s...","Datorită designului unic, șemineul electric Nazarii mini &amp; Corsica se va potrivi perfect într-o casă sau un apartament. Mini portalul Nazari combină perfect stiluri clasice și moderne, realizate în wenge sau alb. Imitația de înaltă calitate a flăcării din Corsica va oferi un sentiment magnific de confort. Funcționalitatea acestui model vă permite să utilizați modul decorativ cu flacără separat de modul de încălzire.","<div class=""flex items-center justify-between w-full""> <div>Dimensiune (Î*L*A)</div> <div>860*1080*245 mm </div> </div> <div class=""flex items-center justify-between w-full""> <div>Tensiune (V)</div> <div>220/240 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Putere (W)</div> <div>1500 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Încălzirea suprafeței (m²)</div> <div>15 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Materiale</div> <div>MDF/WPB/Gips </div> </div> <div class=""flex items-center justify-between w-full""> <div>Intensitatea flacarii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Flacără colorată</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de ardere</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Temporizator automat de oprire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de sunet</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Panou de control</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Protecție împotriva supraîncălzirii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Afișarea temperaturii</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Termostat</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Trepte incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Greutatea</div> <div>33 kg </div> </div>","https://admin.artflame.md/file/media/202010/Lo14dgUEM3Zzfv2vGTRBxViNvycBMeV61OH5hWCc.jpg,https://admin.artflame.md/file/media/202010/ywwp4QO26DsYTn2wfeIcutMNcxtMSlB6KjjfwI8E.jpg"
Semineu electric Marina Extra & Galileo gold,Econom,1924 RON,"Semineul electric Marina Extra & Galileo Gold va fi bijuteria casei tale. Portal Marina Extra combină perfect stiluri clasice și contemporane. Imitația de înaltă calitate a flăcării electrice Galileo Gold vă va oferi o senzație de confort. Funcționalitatea acestui model permite utilizarea simulărilor de flacără, separat de modul de încălzire.","Semineul electric Marina Extra &amp; Galileo Gold va fi bijuteria casei tale. Portal Marina Extra combină perfect stiluri clasice și contemporane. Imitația de înaltă calitate a flăcării electrice Galileo Gold vă va oferi o senzație de confort. Funcționalitatea acestui model permite utilizarea simulărilor de flacără, separat de modul de încălzire.","<div class=""flex items-center justify-between w-full""> <div>Dimensiune (Î*L*A)</div> <div>1092*1034*300 mm </div> </div> <div class=""flex items-center justify-between w-full""> <div>Tensiune (V)</div> <div>220/240 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Putere (W)</div> <div>2000 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Încălzirea suprafeței (m²)</div> <div>20 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Materiale</div> <div>MDF/WPB </div> </div> <div class=""flex items-center justify-between w-full""> <div>Intensitatea flacarii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Flacără colorată</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de ardere</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Temporizator automat de oprire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de sunet</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Panou de control</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Protecție împotriva supraîncălzirii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Afișarea temperaturii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Termostat</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Trepte incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Greutatea</div> <div>36 kg </div> </div>","https://admin.artflame.md/file/media/202012/tvs429grn9U58Nlf4PowAuem0szxS8E6dWTH5mtc.jpg,https://admin.artflame.md/file/media/202012/Zf8DzwbQe97HqhN4J5QeuFYD2cFPummLPPCa9MbR.jpg"
Semineu electric Neon & Mirabella,Standard,2517 RON,"Designul fermacator al portalului într-un stil contemporan oferă șemineului Neon & Mirabella un aspect deosebit și te face sa te îndrăgostești de el la prima vedere. Portalul Neon combină perfect stilurile clasice și moderne, cu un design uimitor pentru toate gusturile. Flacăra artificiala a focarului electric Mirabella nu va lăs...","Designul fermacator al portalului într-un stil contemporan oferă șemineului Neon &amp; Mirabella un aspect deosebit și te face sa te îndrăgostești de el la prima vedere. Portalul Neon combină perfect stilurile clasice și moderne, cu un design uimitor pentru toate gusturile. Flacăra artificiala a focarului electric Mirabella nu va lăsa pe nimeni indiferent. Vă puteți bucura alaturi de semineul Neon &amp; Mirabella de un mediu placut și luminos în orice clipa a anului, zi sau noapte.","<div class=""flex items-center justify-between w-full""> <div>Dimensiune (Î*L*A)</div> <div>1197*1236*300 mm </div> </div> <div class=""flex items-center justify-between w-full""> <div>Tensiune (V)</div> <div>220/240 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Putere (W)</div> <div>1950 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Încălzirea suprafeței (m²)</div> <div>20 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Materiale</div> <div>MDF/WPB </div> </div> <div class=""flex items-center justify-between w-full""> <div>Intensitatea flacarii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Flacără colorată</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de ardere</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Temporizator automat de oprire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de sunet</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Panou de control</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Protecție împotriva supraîncălzirii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Afișarea temperaturii</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Termostat</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Trepte incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Greutatea</div> <div>65 kg </div> </div>","https://admin.artflame.md/file/media/201905/ohQ6QSb8JjOHydN4KHJ0DGVUeBSPyc5zRkTgkkSk.png,https://admin.artflame.md/file/media/201905/U1I5JttafcsLDXdUWrK7TOd80AmAtYfrRtqnjR6K.png,https://admin.artflame.md/file/media/201905/ypvhcKkxFaM2LRKtH1snX0G2xgK3PmqlzhqRQqCR.png,https://admin.artflame.md/file/media/202004/FQ83LfG7bQ1XjqpRPi6uXYBvxGXBqUuMiBETo0Hj.jpg,https://admin.artflame.md/file/media/202012/39FrCgX6UyNCnN05sVeFBSTmysJ7vkIe5ZjaOevv.jpg,https://admin.artflame.md/file/media/202012/MJ66ZhUvDxVj6BysvDXft2OUdocZszyGqP9kPitD.jpg,https://admin.artflame.md/file/media/202012/uX0FoS0QE7uVaGUfUvIJav2An1HcBxMINgyqkIQz.jpg,https://admin.artflame.md/file/media/202012/iDqdxWW3NwDxTC7DG4GhG7dSj97A8QtSANP8GYLr.jpg,https://admin.artflame.md/file/media/202012/MFDP05grwf3Y2ofPm2n5it0s2urvyCNPoAbMFfuS.jpg"
Semineu electric Calisto & Meridian,Standard,2099 RON,"Setul electric Calisto & Meridian va fi un decor minunat pentru casa ta. Portalul Calisto este proiectat într-un stil clasic, cu linii elegante cu patină aurie. Imitația de înaltă calitate a flăcării focarului electric Meridian vă va oferi confort in casa dumneavostra. Funcționalitatea acestui model vă permite să utilizați flacăra separat de modul...","Setul electric Calisto &amp; Meridian va fi un decor minunat pentru casa ta. Portalul Calisto este proiectat într-un stil clasic, cu linii elegante cu patină aurie. Imitația de înaltă calitate a flăcării focarului electric Meridian vă va oferi confort in casa dumneavostra. Funcționalitatea acestui model vă permite să utilizați flacăra separat de modul de încălzire, cu telecomandă, avand si functia de termostat reglabil.","<div class=""flex items-center justify-between w-full""> <div>Dimensiune (Î*L*A)</div> <div>1000*1100*330 mm </div> </div> <div class=""flex items-center justify-between w-full""> <div>Tensiune (V)</div> <div>220/240 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Putere (W)</div> <div>2000 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Încălzirea suprafeței (m²)</div> <div>20 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Materiale</div> <div>MDF/WPB </div> </div> <div class=""flex items-center justify-between w-full""> <div>Intensitatea flacarii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Flacără colorată</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de ardere</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Temporizator automat de oprire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de sunet</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Panou de control</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Protecție împotriva supraîncălzirii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Afișarea temperaturii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Termostat</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Trepte incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Greutatea</div> <div>38 kg </div> </div>","https://admin.artflame.md/file/media/202010/4o6kOsswlo20MKqy2j9Pcp7ABxKBPRl0r98a5pFU.jpg,https://admin.artflame.md/file/media/202010/KViRSif5YCHDSMSk9WJriRuBmdtIwALGJ2uKhXee.jpg"
Semineu electric Versailles gold maxi & Mirabella,Standard,2900 RON,"Semineul electric Versailles gold Maxi & Mirabella va deveni perla casei tale. Portalul Versailles combină perfect stiluri clasice și moderne. Este realizat pe culoarea bej, cu o patină aurie pe coloane. Focarul electric Mirabella vă va încălzi in iarna rece și vă va oferi o atmosfera romantică în serile de vară.","Semineul electric Versailles gold Maxi &amp; Mirabella va deveni perla casei tale. Portalul Versailles combină perfect stiluri clasice și moderne. Este realizat pe culoarea bej, cu o patină aurie pe coloane. Focarul electric Mirabella vă va încălzi in iarna rece și vă va oferi o atmosfera romantică în serile de vară.","<div class=""flex items-center justify-between w-full""> <div>Dimensiune (Î*L*A)</div> <div>1010*1400*330 mm </div> </div> <div class=""flex items-center justify-between w-full""> <div>Tensiune (V)</div> <div>220/240 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Putere (W)</div> <div>1950 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Încălzirea suprafeței (m²)</div> <div>20 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Materiale</div> <div>MDF/WPB </div> </div> <div class=""flex items-center justify-between w-full""> <div>Intensitatea flacarii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Flacără colorată</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de ardere</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Temporizator automat de oprire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de sunet</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Panou de control</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Protecție împotriva supraîncălzirii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Afișarea temperaturii</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Termostat</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Trepte incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Greutatea</div> <div>47,5 kg </div> </div>","https://admin.artflame.md/file/media/202101/sixi0SDyIOz7VUWoidANL5mXbdRRPKi4wmFCZ06G.jpg,https://admin.artflame.md/file/media/202101/yvRZni4wEHiwaEeY4VY8ElDYAsoCaYLTNXHcnu4z.jpg,https://admin.artflame.md/file/media/201908/D8ZNhhvcU4hSBdO6yK0DtAHR8xhJGBqTVwyo8qdn.png,https://admin.artflame.md/file/media/201908/Jsg8EjtSEY9BnPgUctpMLnr5rUUraseLM0KWpRAv.png,https://admin.artflame.md/file/media/202010/pUGZVxcte8cBc3QpusWpFZYUfL3oweca6XPhXTWp.jpg,https://admin.artflame.md/file/media/201908/DfLmPWHkZAcYSKAogK9tMNdy9pF3WKxtmKjfXRNq.png,https://admin.artflame.md/file/media/201908/iePit4u4XRXyAUqdBEs93rIH515AKNJXCyKo8dJF.png,https://admin.artflame.md/file/media/202009/raNTB2hodBBsuhg4bATx6o29IudUDgcjpDVbaH18.png,https://admin.artflame.md/file/media/202004/7Apo8sLBy4OKoRdsJd3xbBXE2iptOiN2zsqx2Y4e.jpg"
Semineu electric Imperial & Mirabella,Standard,3903 RON,"Seturile de șeminee de la ARTFLAME.RO ofera un design de înaltă calitate, fara a necesita aptitudini speciale pentru instalare, deoarece sunt livrate asamblate și gata de utilizare. Set șemineu Imperial & Mirabella va fi perla casei tale. Portal Imperial combină perfect stilurile clasice și moderne. Este realizat pe alb, cu un cadru elegant pe colo...","Seturile de șeminee de la ARTFLAME.RO ofera un design de înaltă calitate, fara a necesita aptitudini speciale pentru instalare, deoarece sunt livrate asamblate și gata de utilizare. Set șemineu Imperial &amp; Mirabella va fi perla casei tale. Portal Imperial combină perfect stilurile clasice și moderne. Este realizat pe alb, cu un cadru elegant pe coloane. Imitația de înaltă calitate a flacării focarului Mirabella va prezenta un sentiment magnific de confort. Culoarea flacării si luminozitatea poate fi ajustată în funcție de dorințele și starea de spirit a clientului.","<div class=""flex items-center justify-between w-full""> <div>Dimensiune (Î*L*A)</div> <div>1109*1450*340 mm </div> </div> <div class=""flex items-center justify-between w-full""> <div>Tensiune (V)</div> <div>220/240 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Putere (W)</div> <div>1950 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Încălzirea suprafeței (m²)</div> <div>20 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Materiale</div> <div>MDF/WPB </div> </div> <div class=""flex items-center justify-between w-full""> <div>Intensitatea flacarii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Flacără colorată</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de ardere</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Temporizator automat de oprire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de sunet</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Panou de control</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Protecție împotriva supraîncălzirii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Afișarea temperaturii</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Termostat</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Trepte incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Greutatea</div> <div>57 kg </div> </div>","https://admin.artflame.md/file/media/202012/ZBnU9kIzBt9yPvLvUvVA9tVpO3Td7R6BQQUlTchQ.jpg,https://admin.artflame.md/file/media/202012/6OwdEpdjwi0E4D769T69FfZyrxsD4lua5JD9hRoP.jpg,https://admin.artflame.md/file/media/202012/dIMndSBQLGArgdGsfpT0iS3P1MKy6wTR9ExQyDIf.jpg,https://admin.artflame.md/file/media/202012/RG4XwqYQ5lp8WXSMNaQboxWc5df6xA7X1Ofiy0FV.jpg,https://admin.artflame.md/file/media/202012/sWYKs1DkXYCJB939qQ3ujECEIRsXCb3oqzHhwUaa.jpg,https://admin.artflame.md/file/media/202012/LL0140M6DMY1DUcnkxNCIVrCfHOo6j78zAytUIR4.jpg,https://admin.artflame.md/file/media/202012/ZGxEWJ8j32SFDlVuOagVhKXTuNoUPQrlOO3V9q54.jpg,https://admin.artflame.md/file/media/202012/ap9daqk2HtlE6gfuQaYKWFU7dL8fa2tDlYwtcQpV.png,https://admin.artflame.md/file/media/202012/pC4DcujnHlOFNYBtFv0QYVzV7b4YhvudMjScmevw.png,https://admin.artflame.md/file/media/202012/diZon6Qgib9PPMYvcUqHjPBkIUHWpLFpPYDKzgmR.png"
Semineu electric Florence,Premium,4638 RON,"Acest set de șemineu îndeplinește toate standardele actuale, cum ar fi: mobilitatea, ușurința în funcționare, consumul de energie (2KW / h), abilitatea de a folosi flacăra fără încălzire. Materialul din care este produs portalul este ecologic și extrem de durabil, rezistent la schimbările de umiditate din cameră, perfect pentru orice locuinta dorit...","Acest set de șemineu îndeplinește toate standardele actuale, cum ar fi: mobilitatea, ușurința în funcționare, consumul de energie (2KW / h), abilitatea de a folosi flacăra fără încălzire. Materialul din care este produs portalul este ecologic și extrem de durabil, rezistent la schimbările de umiditate din cameră, perfect pentru orice locuinta dorita.","<div class=""flex items-center justify-between w-full""> <div>Dimensiune (Î*L*A)</div> <div>1020*1200*330 mm </div> </div> <div class=""flex items-center justify-between w-full""> <div>Tensiune (V)</div> <div>220/240 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Putere (W)</div> <div>1500 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Încălzirea suprafeței (m²)</div> <div>15 </div> </div> <div class=""flex items-center justify-between w-full""> <div>Greutatea</div> <div>45 kg </div> </div> <div class=""flex items-center justify-between w-full""> <div>Materiale</div> <div>MDF Lemn </div> </div> <div class=""flex items-center justify-between w-full""> <div>Intensitatea flacarii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Flacără colorată</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de ardere</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Temporizator automat de oprire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Efect de sunet</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Panou de control</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Protecție împotriva supraîncălzirii</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Afișarea temperaturii</div> <div>Nu </div> </div> <div class=""flex items-center justify-between w-full""> <div>Termostat</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Incalzire</div> <div>Da </div> </div> <div class=""flex items-center justify-between w-full""> <div>Trepte incalzire</div> <div>Da </div> </div>","https://admin.artflame.md/file/media/201905/5ITUUduLFp8ySbxLkpZqE2hyBEgN6Rr7ItKmYze7.jpg,https://admin.artflame.md/file/media/201910/mr31bFfdiHDdrsILy6sA83ZdQ8Vm7kyPyMPzKIjb.jpg,https://admin.artflame.md/file/media/201911/dNJR7g8wZOIijpMFFiYBMZUv4EA8kPhOIcjO9SqQ.jpg,https://admin.artflame.md/file/media/201910/bauiQT8K86nqnWxgTy8w6L8Q9JHwP5LlCvUp7hOQ.JPG"
